locus_tag	ftype	length_bp	gene	EC_number	COG	product
MBHKAFJI_00306	CDS	474	sbmC_1		COG3449	DNA gyrase inhibitor
MBHKAFJI_00307	CDS	624	yeeA_1		COG1289	Inner membrane protein YeeA
MBHKAFJI_00308	CDS	423	yeeA_2		COG1289	Inner membrane protein YeeA
MBHKAFJI_00309	CDS	330				hypothetical protein
MBHKAFJI_00310	CDS	357				hypothetical protein
MBHKAFJI_00311	CDS	195	yeeW			Protein YeeW
MBHKAFJI_00312	CDS	375	cbtA_1			Cytoskeleton-binding toxin CbtA
MBHKAFJI_00313	CDS	369	cbeA_1			Cytoskeleton bundling-enhancing antitoxin CbeA
MBHKAFJI_00314	CDS	222				hypothetical protein
MBHKAFJI_00315	CDS	477				hypothetical protein
MBHKAFJI_00316	CDS	480	klcA_1			Antirestriction protein KlcA
MBHKAFJI_00317	CDS	819				hypothetical protein
MBHKAFJI_00318	CDS	234				hypothetical protein
MBHKAFJI_00319	CDS	432				hypothetical protein
MBHKAFJI_00320	rRNA	111				5S ribosomal RNA
MBHKAFJI_00321	tRNA	76				tRNA-Thr(ggt)
MBHKAFJI_00322	rRNA	111				5S ribosomal RNA
MBHKAFJI_00323	CDS	759	glnQ_1			Glutamine transport ATP-binding protein GlnQ
MBHKAFJI_00324	CDS	1104	yhdY		COG0765	Inner membrane amino-acid ABC transporter permease protein YhdY
MBHKAFJI_00325	CDS	1182				hypothetical protein
MBHKAFJI_00326	CDS	1026	yhdW			Putative amino-acid ABC transporter-binding protein YhdW
MBHKAFJI_00327	CDS	222				hypothetical protein
MBHKAFJI_00328	CDS	291				hypothetical protein
MBHKAFJI_00329	CDS	3105	acrF		COG0841	Multidrug export protein AcrF
MBHKAFJI_00330	CDS	1158	acrE			Multidrug export protein AcrE
MBHKAFJI_00331	CDS	663	acrR_1		COG1309	HTH-type transcriptional regulator AcrR
MBHKAFJI_00332	CDS	180				hypothetical protein
MBHKAFJI_00333	CDS	885	yhdJ_1	2.1.1.72	COG0863	DNA adenine methyltransferase YhdJ
MBHKAFJI_00334	CDS	297	fis		COG2901	DNA-binding protein Fis
MBHKAFJI_00335	CDS	966	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
MBHKAFJI_00336	CDS	882	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
MBHKAFJI_00337	CDS	1452	panF		COG4145	Sodium/pantothenate symporter
MBHKAFJI_00338	CDS	243	yhdT		COG3924	putative membrane protein YhdT
MBHKAFJI_00339	CDS	1350	accC	6.3.4.14	COG0439	Biotin carboxylase
MBHKAFJI_00340	CDS	471	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
MBHKAFJI_00341	CDS	162				hypothetical protein
MBHKAFJI_00342	CDS	975	acuI	1.3.1.84	COG0604	putative acrylyl-CoA reductase AcuI
MBHKAFJI_00343	CDS	1941	csrD			RNase E specificity factor CsrD
MBHKAFJI_00344	CDS	1044	mreB		COG1077	Cell shape-determining protein MreB
MBHKAFJI_00345	CDS	1104	mreC		COG1792	Cell shape-determining protein MreC
MBHKAFJI_00346	CDS	489	mreD		COG2891	Rod shape-determining protein MreD
MBHKAFJI_00347	CDS	594	yhdE	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
MBHKAFJI_00348	CDS	1470	rng	3.1.26.-	COG1530	Ribonuclease G
MBHKAFJI_00349	CDS	3801				hypothetical protein
MBHKAFJI_00350	CDS	1446	tldD	3.4.-.-	COG0312	Metalloprotease TldD
MBHKAFJI_00351	CDS	930	dmlR_1			HTH-type transcriptional regulator DmlR
MBHKAFJI_00352	CDS	204	aaeX			Protein AaeX
MBHKAFJI_00353	CDS	933	aaeA_1		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
MBHKAFJI_00354	CDS	1968	aaeB_1		COG1289	p-hydroxybenzoic acid efflux pump subunit AaeB
MBHKAFJI_00355	CDS	273	yhcO		COG2732	putative protein YhcO
MBHKAFJI_00356	CDS	264	bhsA_1			Multiple stress resistance protein BhsA
MBHKAFJI_00357	CDS	471	argR		COG1438	Arginine repressor
MBHKAFJI_00358	CDS	939	mdh_1	1.1.1.37	COG0039	Malate dehydrogenase
MBHKAFJI_00359	CDS	1068	degS	3.4.21.107	COG0265	Serine endoprotease DegS
MBHKAFJI_00360	CDS	1368	degQ	3.4.21.107	COG0265	Periplasmic pH-dependent serine endoprotease DegQ
MBHKAFJI_00361	CDS	399	yhcB		COG3105	Inner membrane protein YhcB
MBHKAFJI_00362	CDS	1128	zapE		COG1485	Cell division protein ZapE
MBHKAFJI_00363	CDS	429	rplM		COG0102	50S ribosomal protein L13
MBHKAFJI_00364	CDS	393	rpsI		COG0103	30S ribosomal protein S9
MBHKAFJI_00365	CDS	639	sspA		COG0625	Stringent starvation protein A
MBHKAFJI_00366	CDS	498	sspB		COG2969	Stringent starvation protein B
MBHKAFJI_00367	CDS	1368	dcuD_1		COG3069	Putative cryptic C4-dicarboxylate transporter DcuD
MBHKAFJI_00368	CDS	792	nanR_1		COG2186	HTH-type transcriptional repressor NanR
MBHKAFJI_00369	CDS	894	nanA	4.1.3.3	COG0329	N-acetylneuraminate lyase
MBHKAFJI_00370	CDS	1491	nanT			Sialic acid transporter NanT
MBHKAFJI_00371	CDS	690	nanE	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
MBHKAFJI_00372	CDS	876	nanK	2.7.1.60	COG1940	N-acetylmannosamine kinase
MBHKAFJI_00373	CDS	465	yhcH_1		COG2731	putative protein YhcH
MBHKAFJI_00374	CDS	1128	yhcG	3.1.-.-	COG4804	Putative nuclease YhcG
MBHKAFJI_00375	CDS	1419	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
MBHKAFJI_00376	CDS	4554	gltB	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
MBHKAFJI_00377	CDS	930				hypothetical protein
MBHKAFJI_00378	CDS	2337	arcB	2.7.13.3	COG0642	Aerobic respiration control sensor protein ArcB
MBHKAFJI_00379	CDS	654	elbB	4.2.1.-	COG3155	Glyoxalase ElbB
MBHKAFJI_00380	CDS	729	mtgA	2.4.1.129	COG0744	Biosynthetic peptidoglycan transglycosylase
MBHKAFJI_00381	CDS	633	yrbL			putative protein YrbL
MBHKAFJI_00382	CDS	273	ptsO		COG1925	Phosphocarrier protein NPr
MBHKAFJI_00383	CDS	855	rapZ		COG1660	RNase adapter protein RapZ
MBHKAFJI_00384	CDS	492	ptsN		COG1762	Nitrogen regulatory protein
MBHKAFJI_00385	CDS	288	hpf		COG1544	Ribosome hibernation promoting factor
MBHKAFJI_00386	CDS	1434	rpoN		COG1508	RNA polymerase sigma-54 factor
MBHKAFJI_00387	CDS	726	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
MBHKAFJI_00388	CDS	558	lptA		COG1934	Lipopolysaccharide export system protein LptA
MBHKAFJI_00389	CDS	576	lptC		COG3117	Lipopolysaccharide export system protein LptC
MBHKAFJI_00390	CDS	567	kdsC	3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
MBHKAFJI_00391	CDS	987	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
MBHKAFJI_00392	CDS	978	yrbG		COG0530	Inner membrane protein YrbG
MBHKAFJI_00393	CDS	810	mlaF	3.6.3.-	COG1127	Intermembrane phospholipid transport system ATP-binding protein MlaF
MBHKAFJI_00394	CDS	783	mlaE		COG0767	Intermembrane phospholipid transport system permease protein MlaE
MBHKAFJI_00395	CDS	552	mlaD		COG1463	Intermembrane phospholipid transport system binding protein MlaD
MBHKAFJI_00396	CDS	636	mlaC		COG2854	Intermembrane phospholipid transport system binding protein MlaC
MBHKAFJI_00397	CDS	294	mlaB		COG3113	Intermembrane phospholipid transport system binding protein MlaB
MBHKAFJI_00398	CDS	270	ibaG		COG5007	Acid stress protein IbaG
MBHKAFJI_00399	CDS	1260	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
MBHKAFJI_00400	CDS	279				hypothetical protein
MBHKAFJI_00401	CDS	972	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
MBHKAFJI_00402	CDS	312	rplU		COG0261	50S ribosomal protein L21
MBHKAFJI_00403	CDS	258	rpmA		COG0211	50S ribosomal protein L27
MBHKAFJI_00404	CDS	810	yhbE		COG0697	putative inner membrane transporter YhbE
MBHKAFJI_00405	CDS	1173	obgE	3.6.5.-	COG0536	GTPase ObgE/CgtA
MBHKAFJI_00406	CDS	1434	dacB	3.4.16.4	COG2027	D-alanyl-D-alanine carboxypeptidase DacB
MBHKAFJI_00407	CDS	477	greA		COG0782	Transcription elongation factor GreA
MBHKAFJI_00408	CDS	294	yhbY		COG1534	RNA-binding protein YhbY
MBHKAFJI_00409	CDS	630	rlmE	2.1.1.166	COG0293	Ribosomal RNA large subunit methyltransferase E
MBHKAFJI_00410	CDS	1944	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
MBHKAFJI_00411	CDS	849	folP	2.5.1.15	COG0294	Dihydropteroate synthase
MBHKAFJI_00412	CDS	1338	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
MBHKAFJI_00413	CDS	333	secG		COG1314	Protein-export membrane protein SecG
MBHKAFJI_00414	tRNA	87				tRNA-Leu(gag)
MBHKAFJI_00415	CDS	1518	yhbX	2.-.-.-	COG2194	Putative transferase YhbX
MBHKAFJI_00416	CDS	1344	argG	6.3.4.5	COG0137	Argininosuccinate synthase
MBHKAFJI_00417	tRNA	77				tRNA-Met(cat)
MBHKAFJI_00418	CDS	453	rimP		COG0779	Ribosome maturation factor RimP
MBHKAFJI_00419	CDS	1488	nusA		COG0195	Transcription termination/antitermination protein NusA
MBHKAFJI_00420	CDS	2673	infB		COG0532	Translation initiation factor IF-2
MBHKAFJI_00421	CDS	402	rbfA		COG0858	30S ribosome-binding factor
MBHKAFJI_00422	CDS	945	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
MBHKAFJI_00423	CDS	270	rpsO		COG0184	30S ribosomal protein S15
MBHKAFJI_00424	CDS	2136	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
MBHKAFJI_00425	CDS	885	nlpI		COG4785	Lipoprotein NlpI
MBHKAFJI_00426	CDS	1890	deaD	3.6.4.13	COG0513	ATP-dependent RNA helicase DeaD
MBHKAFJI_00427	CDS	1245	mtr		COG0814	Tryptophan-specific transport protein
MBHKAFJI_00428	CDS	1008	fgd	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
MBHKAFJI_00429	CDS	879				hypothetical protein
MBHKAFJI_00430	CDS	996	yhbU	3.4.-.-	COG0826	putative protease YhbU
MBHKAFJI_00431	CDS	525	ubiJ_1			Ubiquinone biosynthesis accessory factor UbiJ
MBHKAFJI_00432	CDS	504	eis	2.3.1.-		N-acetyltransferase Eis
MBHKAFJI_00433	CDS	303				hypothetical protein
MBHKAFJI_00434	CDS	444				hypothetical protein
MBHKAFJI_00435	CDS	519	yhbO	3.1.2.-	COG0693	Protein/nucleic acid deglycase 2
MBHKAFJI_00436	CDS	636				hypothetical protein
MBHKAFJI_00437	CDS	1041				hypothetical protein
MBHKAFJI_00438	CDS	576	osmY_1		COG2823	Osmotically-inducible protein Y
MBHKAFJI_00439	CDS	591	diaA		COG0279	DnaA initiator-associating protein DiaA
MBHKAFJI_00440	CDS	396				hypothetical protein
MBHKAFJI_00441	CDS	1989	lpoA		COG3107	Penicillin-binding protein activator LpoA
MBHKAFJI_00442	CDS	861	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
MBHKAFJI_00443	CDS	1092	yraK			putative fimbrial-like protein YraK
MBHKAFJI_00444	CDS	2517	yraJ		COG3188	Outer membrane usher protein YraJ
MBHKAFJI_00445	CDS	696	yraI			putative fimbrial chaperone YraI
MBHKAFJI_00446	CDS	585	yraH			putative fimbrial-like protein YraH
MBHKAFJI_00447	CDS	702	nagB_1	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase 1
MBHKAFJI_00448	CDS	792	manZ_1		COG3716	PTS system mannose-specific EIID component
MBHKAFJI_00449	CDS	804	agaC_1		COG3715	N-acetylgalactosamine permease IIC component 1
MBHKAFJI_00450	CDS	477	sorB	2.7.1.206	COG3444	PTS system sorbose-specific EIIB component
MBHKAFJI_00451	CDS	861	kbaY_1	4.1.2.40	COG0191	D-tagatose-1,6-bisphosphate aldolase subunit KbaY
MBHKAFJI_00452	CDS	1155	agaS	3.5.99.-	COG2222	Putative D-galactosamine-6-phosphate deaminase AgaS
MBHKAFJI_00453	CDS	1134	agaA	3.5.1.-	COG1820	N-acetylgalactosamine-6-phosphate deacetylase
MBHKAFJI_00454	CDS	435	manX_1	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
MBHKAFJI_00455	CDS	879	manZ_2		COG3716	PTS system mannose-specific EIID component
MBHKAFJI_00456	CDS	780	agaC_2		COG3715	N-acetylgalactosamine permease IIC component 1
MBHKAFJI_00457	CDS	474	levE	2.7.1.202	COG3444	PTS system fructose-specific EIIB component
MBHKAFJI_00458	CDS	1281	kbaZ		COG4573	D-tagatose-1,6-bisphosphate aldolase subunit KbaZ
MBHKAFJI_00459	CDS	810	srlR_2		COG1349	Glucitol operon repressor
MBHKAFJI_00460	CDS	465	yhaV	3.1.-.-		Ribonuclease toxin YhaV
MBHKAFJI_00461	CDS	336	prlF		COG2002	Antitoxin PrlF
MBHKAFJI_00462	CDS	1572	garD	4.2.1.42	COG2721	Galactarate dehydratase (L-threo-forming)
MBHKAFJI_00463	CDS	1335	garP			putative galactarate transporter
MBHKAFJI_00464	CDS	771	garL	4.1.2.20	COG3836	5-keto-4-deoxy-D-glucarate aldolase
MBHKAFJI_00465	CDS	891	garR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
MBHKAFJI_00466	CDS	1146	garK	2.7.1.165	COG1929	Glycerate 2-kinase
MBHKAFJI_00467	CDS	1188				hypothetical protein
MBHKAFJI_00468	CDS	540				hypothetical protein
MBHKAFJI_00469	CDS	939	tsaR_1			HTH-type transcriptional regulator TsaR
MBHKAFJI_00470	CDS	990	tdcB	4.3.1.19	COG1171	L-threonine dehydratase catabolic TdcB
MBHKAFJI_00471	CDS	1332	tdcC		COG0814	Threonine/serine transporter TdcC
MBHKAFJI_00472	CDS	1209	tdcD	2.7.2.15	COG0282	Propionate kinase
MBHKAFJI_00473	CDS	2295	tdcE	2.3.1.-	COG1882	PFL-like enzyme TdcE
MBHKAFJI_00474	CDS	390	tdcF	3.5.4.-	COG0251	Putative reactive intermediate deaminase TdcF
MBHKAFJI_00475	CDS	1365	tdcG	4.3.1.17	COG1760	L-serine dehydratase TdcG
MBHKAFJI_00476	CDS	1332	dlsT		COG0814	putative serine transporter
MBHKAFJI_00477	CDS	1311				hypothetical protein
MBHKAFJI_00478	CDS	165				hypothetical protein
MBHKAFJI_00479	CDS	702	yhaK		COG1741	Pirin-like protein YhaK
MBHKAFJI_00480	CDS	897	yhaJ_2			HTH-type transcriptional regulator YhaJ
MBHKAFJI_00481	CDS	357	yhaI		COG3152	Inner membrane protein YhaI
MBHKAFJI_00482	CDS	366	yhaH		COG3152	Inner membrane protein YhaH
MBHKAFJI_00483	CDS	987	yqjG	1.8.5.7	COG0435	Glutathionyl-hydroquinone reductase YqjG
MBHKAFJI_00484	CDS	483	yqjF		COG2259	Inner membrane protein YqjF
MBHKAFJI_00485	CDS	300				hypothetical protein
MBHKAFJI_00486	CDS	405	yqjE		COG5393	Inner membrane protein YqjE
MBHKAFJI_00487	CDS	306	yqjD		COG4575	putative protein YqjD
MBHKAFJI_00488	CDS	369	yqjC			Protein YqjC
MBHKAFJI_00489	CDS	384	mzrA			Modulator protein MzrA
MBHKAFJI_00490	CDS	663	yqjA		COG0586	Inner membrane protein YqjA
MBHKAFJI_00491	CDS	777	lldR_1		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
MBHKAFJI_00492	CDS	717				hypothetical protein
MBHKAFJI_00493	CDS	501	cfaB			CFA/I fimbrial subunit B
MBHKAFJI_00494	CDS	2685				hypothetical protein
MBHKAFJI_00495	CDS	1089	cfaE			CFA/I fimbrial subunit E
MBHKAFJI_00496	CDS	1299	exuT			Hexuronate transporter
MBHKAFJI_00497	CDS	1413	uxaC	5.3.1.12	COG1904	Uronate isomerase
MBHKAFJI_00498	CDS	1488	uxaA	4.2.1.7	COG2721	Altronate dehydratase
MBHKAFJI_00499	CDS	552	ygjV			Inner membrane protein YgjV
MBHKAFJI_00500	CDS	1245	sstT		COG3633	Serine/threonine transporter SstT
MBHKAFJI_00501	CDS	966	alx_1		COG0861	Putative membrane-bound redox modulator Alx
MBHKAFJI_00502	CDS	987	iolU	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
MBHKAFJI_00503	CDS	684				hypothetical protein
MBHKAFJI_00504	CDS	504	ygjP	3.6.1.-	COG1451	UTP pyrophosphatase
MBHKAFJI_00505	CDS	1137	rlmG	2.1.1.174	COG2813	Ribosomal RNA large subunit methyltransferase G
MBHKAFJI_00506	CDS	417	higA_1		COG5499	Antitoxin HigA
MBHKAFJI_00507	CDS	2019	fadH	1.3.1.34	COG0446	2,4-dienoyl-CoA reductase
MBHKAFJI_00508	CDS	2352	ygjK	3.2.1.-		Glucosidase YgjK
MBHKAFJI_00509	CDS	1071				hypothetical protein
MBHKAFJI_00510	CDS	1434	ygjI		COG0531	Inner membrane transporter YgjI
MBHKAFJI_00511	CDS	450	ebgC		COG2731	Evolved beta-galactosidase subunit beta
MBHKAFJI_00512	CDS	3093	ebgA	3.2.1.23	COG3250	Evolved beta-galactosidase subunit alpha
MBHKAFJI_00513	CDS	984	melR_1		COG1609	HTH-type transcriptional repressor MelR
MBHKAFJI_00514	CDS	333	ygjH		COG0073	tRNA-binding protein YgjH
MBHKAFJI_00515	CDS	1491	patA	2.6.1.82	COG4992	Putrescine aminotransferase
MBHKAFJI_00516	CDS	1521	aer		COG0840	Aerotaxis receptor
MBHKAFJI_00517	CDS	624	yqjI		COG1695	Transcriptional regulator YqjI
MBHKAFJI_00518	CDS	765	yqjH	1.16.1.9	COG2375	NADPH-dependent ferric-chelate reductase
MBHKAFJI_00519	tRNA	76				tRNA-Met(cat)
MBHKAFJI_00520	CDS	507	mug	3.2.2.28	COG3663	G/U mismatch-specific DNA glycosylase
MBHKAFJI_00521	CDS	1842	rpoD		COG0568	RNA polymerase sigma factor RpoD
MBHKAFJI_00522	CDS	1746	dnaG	2.7.7.-	COG0358	DNA primase
MBHKAFJI_00523	CDS	216	rpsU		COG0828	30S ribosomal protein S21
MBHKAFJI_00524	CDS	1014	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
MBHKAFJI_00525	CDS	1464	ttdT_1		COG0471	L-tartrate/succinate antiporter
MBHKAFJI_00526	CDS	606	ttdB	4.2.1.32	COG1838	L(+)-tartrate dehydratase subunit beta
MBHKAFJI_00527	CDS	912	ttdA	4.2.1.32	COG1951	L(+)-tartrate dehydratase subunit alpha
MBHKAFJI_00528	CDS	933	dmlR_2			HTH-type transcriptional regulator DmlR
MBHKAFJI_00529	CDS	618	plsY	2.3.1.15	COG0344	putative glycerol-3-phosphate acyltransferase
MBHKAFJI_00530	CDS	369	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
MBHKAFJI_00531	CDS	822	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
MBHKAFJI_00532	CDS	1239	cca		COG0617	Multifunctional CCA protein
MBHKAFJI_00533	CDS	621				hypothetical protein
MBHKAFJI_00534	CDS	1302	ygiF	3.6.1.25	COG3025	Inorganic triphosphatase
MBHKAFJI_00535	CDS	2841	glnE		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
MBHKAFJI_00536	CDS	1434	hldE		COG2870	Bifunctional protein HldE
MBHKAFJI_00537	CDS	1662	yqiK		COG2268	Inner membrane protein YqiK
MBHKAFJI_00538	CDS	630	yqiJ_1			Inner membrane protein YqiJ
MBHKAFJI_00539	CDS	201	glgS_1			Surface composition regulator
MBHKAFJI_00540	CDS	1065				hypothetical protein
MBHKAFJI_00541	CDS	750	papD_1		COG3121	Chaperone protein PapD
MBHKAFJI_00542	CDS	2505	papC_1		COG3188	Outer membrane usher protein PapC
MBHKAFJI_00543	CDS	552	ybgD_1			putative fimbrial-like protein YbgD
MBHKAFJI_00544	CDS	291	ubiK		COG2960	Ubiquinone biosynthesis accessory factor UbiK
MBHKAFJI_00545	CDS	654	ribB	4.1.99.12	COG0108	3,4-dihydroxy-2-butanone 4-phosphate synthase
MBHKAFJI_00546	CDS	171	yqiD			Protein YqiD
MBHKAFJI_00547	CDS	774	zupT		COG0428	Zinc transporter ZupT
MBHKAFJI_00548	CDS	816	ygiD	1.13.11.29	COG3384	4,5-DOPA dioxygenase extradiol
MBHKAFJI_00549	CDS	1161	ygiC	6.3.1.-	COG0754	Putative acid--amine ligase YgiC
MBHKAFJI_00550	CDS	672				hypothetical protein
MBHKAFJI_00551	CDS	1482	tolC		COG1538	Outer membrane protein TolC
MBHKAFJI_00552	CDS	630	nudF	3.6.1.13		ADP-ribose pyrophosphatase
MBHKAFJI_00553	CDS	423				hypothetical protein
MBHKAFJI_00554	CDS	828	cpdA	3.1.4.53	COG1409	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
MBHKAFJI_00555	CDS	582				hypothetical protein
MBHKAFJI_00556	CDS	1893	parE	5.6.2.2	COG0187	DNA topoisomerase 4 subunit B
MBHKAFJI_00557	CDS	315	ygiN	1.-.-.-	COG1359	putative quinol monooxygenase YgiN
MBHKAFJI_00558	CDS	582	mdaB	1.6.5.10	COG2249	NADPH:quinone oxidoreductase MdaB
MBHKAFJI_00559	CDS	333	ygiZ			Inner membrane protein YgiZ
MBHKAFJI_00560	CDS	1350	qseC	2.7.13.3		Sensor protein QseC
MBHKAFJI_00561	CDS	660	qseB			Transcriptional regulatory protein QseB
MBHKAFJI_00562	CDS	393	ygiW_1		COG3111	Protein YgiW
MBHKAFJI_00563	CDS	483	sbmC_2			DNA gyrase inhibitor
MBHKAFJI_00564	CDS	90				hypothetical protein
MBHKAFJI_00565	CDS	2259	parC	5.6.2.2	COG0188	DNA topoisomerase 4 subunit A
MBHKAFJI_00566	CDS	738	plsC	2.3.1.51	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
MBHKAFJI_00567	CDS	1413	ftsP		COG2132	Cell division protein FtsP
MBHKAFJI_00568	CDS	2220				hypothetical protein
MBHKAFJI_00569	CDS	258	lpp1			Major outer membrane lipoprotein Lpp 1
MBHKAFJI_00570	CDS	927				hypothetical protein
MBHKAFJI_00571	CDS	828	dkgA	1.1.1.274	COG0656	2,5-diketo-D-gluconic acid reductase A
MBHKAFJI_00572	CDS	1164	yqhD	1.1.1.-	COG1979	Alcohol dehydrogenase YqhD
MBHKAFJI_00573	CDS	957	rhaS_1			HTH-type transcriptional activator RhaS
MBHKAFJI_00574	CDS	660	yghB		COG0586	Inner membrane protein YghB
MBHKAFJI_00575	CDS	1188	metC	4.4.1.13	COG0626	Cystathionine beta-lyase MetC
MBHKAFJI_00576	CDS	735	exbB		COG0811	Biopolymer transport protein ExbB
MBHKAFJI_00577	CDS	426	exbD		COG0848	Biopolymer transport protein ExbD
MBHKAFJI_00578	CDS	885	yghA	1.-.-.-		putative oxidoreductase YghA
MBHKAFJI_00579	CDS	495				hypothetical protein
MBHKAFJI_00580	CDS	1041	gpr	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
MBHKAFJI_00581	CDS	888				hypothetical protein
MBHKAFJI_00582	CDS	288				hypothetical protein
MBHKAFJI_00583	CDS	1119	hybO	1.12.99.6	COG1740	Hydrogenase-2 small chain
MBHKAFJI_00584	CDS	987	fdnH_1		COG0437	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit
MBHKAFJI_00585	CDS	1179	hybB		COG5557	putative Ni/Fe-hydrogenase 2 b-type cytochrome subunit
MBHKAFJI_00586	CDS	1704	hybC	1.12.99.6	COG0374	Hydrogenase-2 large chain
MBHKAFJI_00587	CDS	495	hybD	3.4.23.-	COG0680	Hydrogenase 2 maturation protease
MBHKAFJI_00588	CDS	489	hybE			Hydrogenase-2 operon protein HybE
MBHKAFJI_00589	CDS	342	hybF		COG0375	Hydrogenase maturation factor HybF
MBHKAFJI_00590	CDS	249	hybG		COG0298	Hydrogenase maturation factor HybG
MBHKAFJI_00591	CDS	429				hypothetical protein
MBHKAFJI_00592	CDS	2415				hypothetical protein
MBHKAFJI_00593	CDS	687	lolD_1	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
MBHKAFJI_00594	CDS	594	tesA	3.1.2.2	COG2755	Thioesterase 1/protease 1/lysophospholipase L1
MBHKAFJI_00595	CDS	771				hypothetical protein
MBHKAFJI_00596	CDS	855	cnoX		COG3118	Chaperedoxin
MBHKAFJI_00597	CDS	780	fetB		COG0390	putative iron export permease protein FetB
MBHKAFJI_00598	CDS	678	fetA	3.6.3.-	COG4619	putative iron export ATP-binding protein FetA
MBHKAFJI_00599	CDS	918	qmcA		COG0330	Protein QmcA
MBHKAFJI_00600	CDS	459	ybbJ		COG1585	Inner membrane protein YbbJ
MBHKAFJI_00601	CDS	408	cueR		COG0789	HTH-type transcriptional regulator CueR
MBHKAFJI_00602	CDS	1293	ybaT		COG0531	Inner membrane transport protein YbaT
MBHKAFJI_00603	CDS	933	glsA1	3.5.1.2	COG2066	Glutaminase 1
MBHKAFJI_00604	CDS	2505	copA	7.2.2.8	COG2217	Copper-exporting P-type ATPase
MBHKAFJI_00605	CDS	396	ybaQ		COG3093	putative HTH-type transcriptional regulator YbaQ
MBHKAFJI_00606	CDS	795				hypothetical protein
MBHKAFJI_00607	CDS	480	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
MBHKAFJI_00608	CDS	1653	ushA		COG0737	Protein UshA
MBHKAFJI_00609	CDS	1221	fsr			Fosmidomycin resistance protein
MBHKAFJI_00610	CDS	1677	ybaL		COG1226	Putative cation/proton antiporter YbaL
MBHKAFJI_00611	CDS	1305	gsk	2.7.1.73	COG0524	Inosine-guanosine kinase
MBHKAFJI_00612	CDS	960	aes	3.1.1.-	COG0657	Acetyl esterase
MBHKAFJI_00613	CDS	963	hemH	4.99.1.1	COG0276	Ferrochelatase
MBHKAFJI_00614	CDS	645	adk	2.7.4.3	COG0563	Adenylate kinase
MBHKAFJI_00615	CDS	1875	htpG		COG0326	Chaperone protein HtpG
MBHKAFJI_00616	CDS	606	recR		COG0353	Recombination protein RecR
MBHKAFJI_00617	CDS	330	ybaB		COG0718	Nucleoid-associated protein YbaB
MBHKAFJI_00618	CDS	1932	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit tau
MBHKAFJI_00619	CDS	552	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
MBHKAFJI_00620	CDS	378	ybaN		COG2832	Inner membrane protein YbaN
MBHKAFJI_00621	CDS	528	priC		COG3923	Primosomal replication protein N''
MBHKAFJI_00622	CDS	162				hypothetical protein
MBHKAFJI_00623	CDS	3363	mscK		COG3264	Mechanosensitive channel MscK
MBHKAFJI_00624	CDS	648	acrR_2		COG1309	HTH-type transcriptional regulator AcrR
MBHKAFJI_00625	CDS	1194	acrA			Multidrug efflux pump subunit AcrA
MBHKAFJI_00626	CDS	3150	acrB_1		COG0841	Multidrug efflux pump subunit AcrB
MBHKAFJI_00627	CDS	375	tomB			Hha toxicity modulator TomB
